text,author,likes,video_title,video_id,published_at,source,sentiment_score,sentiment_category
"Bin froh, dass es Schmerzmittel gibt, wenn ich auch im Umgang achtsamer geworden bin..... und auch Alternative Wege gehe.
Aber wer Migräne hat, sagt nicht nein zu ibuprofen und Co.",@maga2550,4,"Ibuprofen, Paracetamol und Co: So gefährlich sind Schmerztabletten I ARD Gesund",Kr0cSeQR-Io,2023-11-29T20:44:58Z,youtube,0.0,neutral
"Typisch für unser Gesundheitssystem, dass Rückenschmerzen mit Schmerzmitteln „behandelt“ werden",@dondoron5377,153,"Ibuprofen, Paracetamol und Co: So gefährlich sind Schmerztabletten I ARD Gesund",Kr0cSeQR-Io,2023-11-23T18:03:10Z,youtube,0.0,neutral
Ich vermeide deshalb Schmerzmittel. Ich versuche zunächst alles mit Hausmitteln zu kurieren und wenn das nichts bringt (vielleicht 1x im Jahr) dann nehme ich Schmerzmittel.,@mabel9701,6,"Ibuprofen, Paracetamol und Co: So gefährlich sind Schmerztabletten I ARD Gesund",Kr0cSeQR-Io,2023-11-30T15:36:14Z,youtube,0.0,neutral
Nur man selber ist für seine Gesundheit verantwortlich!,@MarkusSturmbein,2,"Ibuprofen, Paracetamol und Co: So gefährlich sind Schmerztabletten I ARD Gesund",Kr0cSeQR-Io,2024-01-14T12:29:36Z,youtube,0.0,neutral
"Immer rein damit!
Ich nehme nur Schmerzmittel 💊 nach Verordnung.
Also letztes Mal vor etwa 6 Jahren für 2 Tage.",@Maulwurfn81,0,"Ibuprofen, Paracetamol und Co: So gefährlich sind Schmerztabletten I ARD Gesund",Kr0cSeQR-Io,2025-10-19T23:41:58Z,youtube,0.0,neutral
"Gut zu wissen.
Dennoch sind Schmerzmittel wichtiger Teil der Medizin. Sei es bei OPs oder um Menschen das Leben erträglicher zu machen.
Mein verstorbener Opa musste an einem Hirntumor sterben, der nicht operabel war. Der Tumor ist immer weiter gewachsen und hat unsägliche Schmerzen verursacht. Am Ende war er unter Morphium, um das überhaupt noch zu ertragen.",@aschenputtelgermany3307,84,"Ibuprofen, Paracetamol und Co: So gefährlich sind Schmerztabletten I ARD Gesund",Kr0cSeQR-Io,2023-11-21T20:21:36Z,youtube,-0.886,negative
"Sehr interessant, Vielen Dank!",@andrea68,4,"Ibuprofen, Paracetamol und Co: So gefährlich sind Schmerztabletten I ARD Gesund",Kr0cSeQR-Io,2023-11-21T23:01:03Z,youtube,0.0,neutral
Bei chronischen oder regelmäßigen Schmerze wäre eine erleichterte oder öftere Verordnung von Cannabis wahrscheinlich die besser Alternative.,@joergf6,59,"Ibuprofen, Paracetamol und Co: So gefährlich sind Schmerztabletten I ARD Gesund",Kr0cSeQR-Io,2023-11-22T16:06:00Z,youtube,-0.5994,negative
Nice sir,@RskitchenMumbra,1,Paracetamol Side Effects I Paracetamol Uses / Dr. Nitin Saluja,6pyf16sV1_A,2025-06-09T16:41:47Z,youtube,0.4215,positive
Sir mujhe bukhar nahi tha sirf pain tha to doctor ne 1000mg paracetamol injection diya. Only one injection koyi issue to nahi hogi. Ye normal h ya abnormal hoga in future.,@sb003,0,Paracetamol Side Effects I Paracetamol Uses / Dr. Nitin Saluja,6pyf16sV1_A,2025-08-15T13:55:12Z,youtube,-0.5106,negative
"This is a known common fact. A class action law suit was successful in 2023. 

This has been a beneficial fact for decades.",@Idontcarebudd,3,Medical practitioner debunks Trump&#39;s paracetamol pregnancy autism link,plrsb8nFuP4,2025-09-23T23:37:42Z,youtube,0.7717,positive
It's probably not a good idea to take drugs when pregnant.,@azsegrxdhtfgvijnkomlewrhtg9508,5,Medical practitioner debunks Trump&#39;s paracetamol pregnancy autism link,plrsb8nFuP4,2025-09-23T22:15:15Z,youtube,-0.3412,negative
Check dr Zack’s bank for pharma payments,@helensmith2411,6,Medical practitioner debunks Trump&#39;s paracetamol pregnancy autism link,plrsb8nFuP4,2025-09-23T12:25:37Z,youtube,0.0,neutral
"Pregnant Women. All credibility is lost when medical 'professionals', especially those involved in reproduction, cannot say ""pregnant women"" and ""mothers"".",@awakened3651,0,Medical practitioner debunks Trump&#39;s paracetamol pregnancy autism link,plrsb8nFuP4,2025-09-24T02:38:40Z,youtube,-0.3182,neutral
What will you say when the Smith Mundt Act returns? (Even if under a different name),@irony11,1,Medical practitioner debunks Trump&#39;s paracetamol pregnancy autism link,plrsb8nFuP4,2025-09-23T19:03:11Z,youtube,0.0,neutral
"There are some people with 6 toes, and they have No Autism...  NONE",@johnthomasmoulton8934,0,Medical practitioner debunks Trump&#39;s paracetamol pregnancy autism link,plrsb8nFuP4,2025-09-24T02:15:21Z,youtube,-0.296,neutral
Never would I trust a doctor.,@boromono,2,Medical practitioner debunks Trump&#39;s paracetamol pregnancy autism link,plrsb8nFuP4,2025-09-23T16:21:51Z,youtube,-0.4023,negative
"I don’t think Tylenol causes autism…. BUT I’m pretty sure that wearing red hats, causes idiocy !",@Hobbo55,3,Medical practitioner debunks Trump&#39;s paracetamol pregnancy autism link,plrsb8nFuP4,2025-09-23T23:28:47Z,youtube,0.8197,positive
"Sunrise , the bastion of truth 😂",@13infbatt,1,Medical practitioner debunks Trump&#39;s paracetamol pregnancy autism link,plrsb8nFuP4,2025-09-23T13:36:01Z,youtube,0.3182,neutral
"There maybe some truth this is, lets just see the outcome, it better that in the last few years listening to the so called experts on drugs that are good for you and now with the high mortality rate.",@martinov2,4,Medical practitioner debunks Trump&#39;s paracetamol pregnancy autism link,plrsb8nFuP4,2025-09-23T05:49:18Z,youtube,0.7964,positive
Nobody believes doctors now,@African_Rose,0,Medical practitioner debunks Trump&#39;s paracetamol pregnancy autism link,plrsb8nFuP4,2025-09-24T02:48:22Z,youtube,0.0,neutral
Remember when they broke people down mentally to take the experimental “vaccines”,@BarnabyWhinthorpeIXXI,2,Medical practitioner debunks Trump&#39;s paracetamol pregnancy autism link,plrsb8nFuP4,2025-09-23T20:42:21Z,youtube,-0.4215,negative
"Were you pushing the ""safe and effective "" Covid jabs too?",@robertedwards1543,5,Medical practitioner debunks Trump&#39;s paracetamol pregnancy autism link,plrsb8nFuP4,2025-09-23T13:54:09Z,youtube,0.7184,positive
"Why did you cut Trump off just as he was asking his advisor a question...very convenient so that you can perpetuate your own narrative. 
No way you could ever let Trump be right regardless of wether he is or not.",@tricky6915,7,Medical practitioner debunks Trump&#39;s paracetamol pregnancy autism link,plrsb8nFuP4,2025-09-23T00:30:21Z,youtube,-0.5106,negative
"Oh my goodness - you have such TDS that you CANNOT just listen and learn - you just hate Trump. Did you listen to what RFK said - he put a team of the best specialist together to look at every possibility BUT you claim ""Trump"" said"" you are all shrills!!!",@ClearedgeglassAu,3,Medical practitioner debunks Trump&#39;s paracetamol pregnancy autism link,plrsb8nFuP4,2025-09-23T02:32:30Z,youtube,0.4812,positive
I like your way of explaining,@shabazbasha4030,0,Fever: Paracetamol or NSAID?,aAj9fusU608,2025-07-29T17:36:54Z,youtube,0.3612,positive
Thank you for Clearing my concept,@dr.nishasharma6546,3,Fever: Paracetamol or NSAID?,aAj9fusU608,2025-04-04T10:15:27Z,youtube,0.3612,positive
"Sir your  way of teaching is unique  ,excellent",@drpawankumarChourasia,5,Fever: Paracetamol or NSAID?,aAj9fusU608,2025-02-05T09:10:20Z,youtube,0.5719,positive
क्या बात है!! बहुत ही सुंदर विशलेषण ❤❤,@rafiuddinkhan3792,6,Fever: Paracetamol or NSAID?,aAj9fusU608,2025-02-14T15:27:00Z,youtube,0.0,neutral
bahut badhiya kaam kr rhe h sir,@AnujjKumar-ok5gy,1,Fever: Paracetamol or NSAID?,aAj9fusU608,2025-05-11T10:34:51Z,youtube,0.0,neutral
Thank you 🙏🙏🙏,@TruthRJ,0,Fever: Paracetamol or NSAID?,aAj9fusU608,2025-05-04T08:57:57Z,youtube,0.3612,positive
"C/I NSAIDS
Chicken pox ,
Dengue ,
Late Preg, 
Influenza",@flute_e_casone,6,Fever: Paracetamol or NSAID?,aAj9fusU608,2025-02-04T06:41:06Z,youtube,0.0,neutral
Thanks sir❤,@ZahidulHasan-t8x,0,Fever: Paracetamol or NSAID?,aAj9fusU608,2025-06-22T14:24:28Z,youtube,0.4404,positive
"Sir , you are a great teacher",@dr.anirbanchatterjee3476,0,Fever: Paracetamol or NSAID?,aAj9fusU608,2025-02-16T11:04:54Z,youtube,0.6249,positive
Write a book on small medi topics,@VijaySharma-ul3ng,0,Fever: Paracetamol or NSAID?,aAj9fusU608,2025-06-10T05:43:51Z,youtube,0.0,neutral
बेहतरीन वीडियो °®,@KandpalRp,2,Fever: Paracetamol or NSAID?,aAj9fusU608,2025-01-31T16:22:00Z,youtube,0.0,neutral
"Please make reel on ped fever..
When we use meftasgisc ds
Calpol
Ibugesic plus",@DevendraPatil-vu9hh,0,Fever: Paracetamol or NSAID?,aAj9fusU608,2025-06-18T06:42:09Z,youtube,0.3182,neutral
❤❤❤❤❤❤from🇵🇰,@ziarahman9441,0,Fever: Paracetamol or NSAID?,aAj9fusU608,2025-07-12T17:51:29Z,youtube,0.0,neutral
Thanks sir,@SaleemAkhter143,0,Fever: Paracetamol or NSAID?,aAj9fusU608,2025-01-31T13:12:06Z,youtube,0.4404,positive
Fever may be caused by any foreign body sensation....not necessarily by any infection....,@pramitimishra,0,Fever: Paracetamol or NSAID?,aAj9fusU608,2025-02-05T06:42:34Z,youtube,0.0,neutral
Nicely explain. Thanks,@shyamgupta6577,0,Fever: Paracetamol or NSAID?,aAj9fusU608,2025-01-25T18:42:14Z,youtube,0.7003,positive
Please explain why?,@dr.Allrounder_001,2,Fever: Paracetamol or NSAID?,aAj9fusU608,2025-01-27T21:30:36Z,youtube,0.3182,neutral
💯,@vikassahu668,0,Fever: Paracetamol or NSAID?,aAj9fusU608,2025-02-25T02:40:45Z,youtube,0.0,neutral
"Why not in influenza, we are giving diclo, nimesulide, fever more than 100.5  we should give nsaid",@dastageerkalawant,1,Fever: Paracetamol or NSAID?,aAj9fusU608,2025-01-31T06:59:17Z,youtube,0.34,positive
"Trump makes major claim on paracetamol and Autism link

#donaldtrump #autism #health #breakingnews 

Donald Trump and his Health and Human Services Secretary, Robert F. Kennedy Jr, are now speaking at the White House. They’re making the announcement we were expecting, tying pregnant women’s use of the painkiller paracetamol to autism in children.

I’ll preface what follows by noting that whatever underpins this announcement will be heavily scrutinised by medical experts. Paracetamol is currently considered perfectly safe for pregnant women to take – you can read about our own medical regulator’s position on the matter in a previous post – and Mr Kennedy is a longtime conspiracy theorist on medical matters. In the past he has repeatedly linked autism to common vaccines.

“Effective immediately the FDA (Food and Drug Administration) will be notifying doctors that the use of acetominophen, or Tylenol, can be associated with a very increased risk of autism,” Mr Ttrump said.

“So taking Tylenol is not good.

“For this reason, they are strongly recommending that women limit Tylenol use during pregnancy unless medically necessary.”

Acetominophen is another name for paracetamol, which is broadly known by the brand name Tylenol in the United States.

Connect With news.com.au Online ► [https://www.news.com.au] https://bit.ly/3WC8hOP
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
Follow Us:
Facebook ► [  / news.com.au  ]
Instagram ► [https://www.instagram.com/newscomauhq...]
TikTok ► [@news.com.au]
X ► [  / newscomauhq  ]
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
Subscribe To Our YouTube Channel
For The Very Latest News From Australia And Around The World:
► [   / @newscomauhq  ]
► [   / @newscomauhq  ]
► [   / @newscomauhq  ]
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬",@newscomauhq,2,Trump announces paracetamol may increase Autism risk,wARrdEcrszA,2025-09-22T21:19:44Z,youtube,0.7513,positive
0:45 “is that a correct statement?” DID YOU NOT CHECK!? you’re the PRESIDENT 😭,@nicorabi9414,10,Trump announces paracetamol may increase Autism risk,wARrdEcrszA,2025-09-25T02:22:27Z,youtube,0.0,neutral
"Autism does exist among Amish people, but:
	•	It’s probably underdiagnosed because of healthcare and cultural differences.
	•	Their lifestyle may mean autistic traits are less disruptive or more easily integrated into daily life.
	•	There’s no evidence that Amish are “immune” to autism.",@megannifranklyn,18,Trump announces paracetamol may increase Autism risk,wARrdEcrszA,2025-09-23T17:24:52Z,youtube,-0.1952,neutral
What an embarrassment. You almost have to feel sorry for the US.,@brody2k,16,Trump announces paracetamol may increase Autism risk,wARrdEcrszA,2025-09-23T11:30:43Z,youtube,-0.4939,negative
Has the USA ever had such an ignorant president in its history?,@memully,13,Trump announces paracetamol may increase Autism risk,wARrdEcrszA,2025-09-23T14:22:05Z,youtube,-0.2732,neutral
"We need the peer review documents ,,they must have the evidence to back it up  ,,,",@Mark-ft3wk,6,Trump announces paracetamol may increase Autism risk,wARrdEcrszA,2025-09-23T00:19:14Z,youtube,0.0,neutral
"""WHO’s statement (and other major bodies such as the EU regulator and professional obstetrics groups) emphasise that current studies are inconsistent or limited and do not establish causality. 

They  advise using paracetamol in pregnancy ONLY if clinically needed, at the lowest effective dose for the shortest time, and in consultation with a clinician. """,@A2Z1Two3,1,Trump announces paracetamol may increase Autism risk,wARrdEcrszA,2025-09-25T23:02:00Z,youtube,-0.1027,neutral
Surged because of better understanding and diagnosis. May as well say ice cream caused it. What an absolute clown.,@jonny_nemo,3,Trump announces paracetamol may increase Autism risk,wARrdEcrszA,2025-09-23T01:30:38Z,youtube,0.6124,positive
What an utter joke the US has become. This is one of the most ridiculous announcements ever made. How they got him to stand there and read this crazy stuff out to the entire nation is super concerning.,@Ser_Xav,0,Trump announces paracetamol may increase Autism risk,wARrdEcrszA,2025-09-24T18:38:31Z,youtube,0.1424,neutral
He also claims he's not a criminal.,@BrianStevens-y6h,13,Trump announces paracetamol may increase Autism risk,wARrdEcrszA,2025-09-22T22:19:34Z,youtube,0.4168,positive
So one lunatic asks another lunatic to confirm his latest 💩 delusional idea 🤡🤡,@peterdennis3852,2,Trump announces paracetamol may increase Autism risk,wARrdEcrszA,2025-09-23T00:55:47Z,youtube,-0.788,negative
"I wouldn't rule out an investigation to get to the bottom of this, even if the suggestion is wild",@lukelgproject.,3,Trump announces paracetamol may increase Autism risk,wARrdEcrszA,2025-09-23T15:18:12Z,youtube,0.0,neutral
"Isn't it interesting that apparently Trump's rich Republican buddy Dr. Oz. OWNS the supplement medicine that's being approved by RFK Jr and Trump? 
They're saying Tylenol is bad, and that his product is the one to buy and take.
He's always helping his rich friends get richer.",@Richter647,1,Trump announces paracetamol may increase Autism risk,wARrdEcrszA,2025-09-23T19:04:03Z,youtube,0.9176,positive
"The main reason for the increased prevalence of autism is a broadening of the diagnostic criteria.  Stock prices for the company that makes Tylenol have tanked in recent months.  This is a grift.  Billionaire short traders are getting richer because they knew this misinformation was coming out.  The DOJ and FBI will be complacent, because they're crooked.",@dutchray8880,12,Trump announces paracetamol may increase Autism risk,wARrdEcrszA,2025-09-22T22:52:24Z,youtube,0.3767,positive
Does he think autism didn’t exist in people before 2000,@CatPillowMisc,0,Trump announces paracetamol may increase Autism risk,wARrdEcrszA,2025-09-27T13:04:20Z,youtube,0.0,neutral
"It was a Harvard University linked medical school study that Trump was alluding to ,  and  best to follow the WHO advice ( which says be aware and only take it IF necessary for as short a time as possible . They are covering themselves in case this is another Thalidomide where proof  emerges later.",@A2Z1Two3,0,Trump announces paracetamol may increase Autism risk,wARrdEcrszA,2025-09-25T22:52:57Z,youtube,0.6369,positive
Didn't know the annoying orange was still making content,@ryancaunce612,6,Trump announces paracetamol may increase Autism risk,wARrdEcrszA,2025-09-22T21:41:26Z,youtube,0.3089,neutral
We all know why he's so concerned on this issue. it's in the family.  It's the elephant in the room no one will talk about.,@davidthomas-ot4cl,0,Trump announces paracetamol may increase Autism risk,wARrdEcrszA,2025-09-24T19:08:50Z,youtube,-0.296,neutral
"As much as I detest Cheetolini, this was actually a Harvard medical study.",@Hi-Phi,1,Trump announces paracetamol may increase Autism risk,wARrdEcrszA,2025-09-22T22:10:53Z,youtube,0.0,neutral
"""I'm not so careful with what I say"" - Two presidencies summed up in eight little words right there.",@RadagonTheRed,0,Trump announces paracetamol may increase Autism risk,wARrdEcrszA,2025-09-24T17:12:25Z,youtube,-0.2086,neutral
"Confiar no Trump? ✅ 
Confiar na Anvisa? ☠️",@usuario18742,3,Anvisa rebate Trump sobre uso de paracetamol: &quot;não há registros de relação com autismo&quot; | #SBTBrasil,uD4lm-NAFvk,2025-09-25T16:14:39Z,youtube,-0.3736,negative
A população é manipulado por indústria de guerra e farmacêutica a dipirona é proibido de ser vendido no Estados Unidos,@lucianogomes8096,2,Anvisa rebate Trump sobre uso de paracetamol: &quot;não há registros de relação com autismo&quot; | #SBTBrasil,uD4lm-NAFvk,2025-09-25T03:50:51Z,youtube,-0.296,neutral
Certíssimo.,@wesleyneres585,1,Anvisa rebate Trump sobre uso de paracetamol: &quot;não há registros de relação com autismo&quot; | #SBTBrasil,uD4lm-NAFvk,2025-09-25T12:59:20Z,youtube,0.0,neutral
🙄🫥😑Parabéns Trump...!!! 😊,@rosangeladilorenzobello5489,0,Anvisa rebate Trump sobre uso de paracetamol: &quot;não há registros de relação com autismo&quot; | #SBTBrasil,uD4lm-NAFvk,2025-09-25T19:28:49Z,youtube,0.0,neutral
"Only 1 goal here - ""Are you distracted yet?""",@nickcrouch1258,841,&#39;You think...it can&#39;t get worse&#39;: James O&#39;Brien on Trump linking paracetamol to autism,eCTvZF_3mDk,2025-09-23T12:09:44Z,youtube,-0.34,negative
""" Smart people don't like me ""
 - Donald Trump",@deanromanado5850,1543,&#39;You think...it can&#39;t get worse&#39;: James O&#39;Brien on Trump linking paracetamol to autism,eCTvZF_3mDk,2025-09-23T11:01:10Z,youtube,0.1506,neutral
"Im Autistic, diagnosed at 47yo and trumps ignorance is astonishing and extremely offensive.",@Monk-t8s,1033,&#39;You think...it can&#39;t get worse&#39;: James O&#39;Brien on Trump linking paracetamol to autism,eCTvZF_3mDk,2025-09-23T11:39:27Z,youtube,-0.6997,negative
"There's something seriously wrong with a country that could elect such a person once, let alone twice.  To think that we used to view America as a place to be admired.",@richardgroves8565,253,&#39;You think...it can&#39;t get worse&#39;: James O&#39;Brien on Trump linking paracetamol to autism,eCTvZF_3mDk,2025-09-23T18:40:54Z,youtube,-0.3612,negative
"EPSTEIN FILES 
He'll say anything to divert attention from the EPSTEIN FILES!¡!!!",@yolandazach,843,&#39;You think...it can&#39;t get worse&#39;: James O&#39;Brien on Trump linking paracetamol to autism,eCTvZF_3mDk,2025-09-23T12:29:10Z,youtube,0.0,neutral
From America here …HELP!!!,@PeppermintPaddy123,830,&#39;You think...it can&#39;t get worse&#39;: James O&#39;Brien on Trump linking paracetamol to autism,eCTvZF_3mDk,2025-09-23T11:01:27Z,youtube,0.0,neutral
We are actually living in an episode of south park,@life952,333,&#39;You think...it can&#39;t get worse&#39;: James O&#39;Brien on Trump linking paracetamol to autism,eCTvZF_3mDk,2025-09-23T13:02:42Z,youtube,0.0,neutral
The makers of Tylenol will be suing this administration. And they will win,@JayRobertson369,237,&#39;You think...it can&#39;t get worse&#39;: James O&#39;Brien on Trump linking paracetamol to autism,eCTvZF_3mDk,2025-09-23T12:13:17Z,youtube,0.4019,positive
"Mr. O’Brien, I am a listener from the United States and I listen to your podcast because it’s usually unbiased, straightforward, transparent, and informed. Thank you.",@DMM-w3l,96,&#39;You think...it can&#39;t get worse&#39;: James O&#39;Brien on Trump linking paracetamol to autism,eCTvZF_3mDk,2025-09-23T16:43:34Z,youtube,0.6369,positive
What's crazy is the mainstream media showing his quotes like anything he says makes sense. It's insane,@flobbergassy,314,&#39;You think...it can&#39;t get worse&#39;: James O&#39;Brien on Trump linking paracetamol to autism,eCTvZF_3mDk,2025-09-23T11:31:04Z,youtube,-0.3818,negative
Look who he has got to advise him. Doctor Oz and RFK Jr,@tangmerebob2395,164,&#39;You think...it can&#39;t get worse&#39;: James O&#39;Brien on Trump linking paracetamol to autism,eCTvZF_3mDk,2025-09-23T12:03:30Z,youtube,0.0,neutral
"It's another distraction from the Epstein files. Say something completely outrageous to get everyone talking about it, as we continue to step further and further away from discussing the Epstein files and Trumps relationship with him.",@MuffinAction,886,&#39;You think...it can&#39;t get worse&#39;: James O&#39;Brien on Trump linking paracetamol to autism,eCTvZF_3mDk,2025-09-23T10:53:33Z,youtube,-0.7089,negative
My wife has Autism and both my kids have Autism. I will go with genetics.,@NurtureALifeOffline,163,&#39;You think...it can&#39;t get worse&#39;: James O&#39;Brien on Trump linking paracetamol to autism,eCTvZF_3mDk,2025-09-23T13:31:47Z,youtube,0.0,neutral
Distraction distraction distraction.  And maintain the chaos.,@waynebernitt2806,226,&#39;You think...it can&#39;t get worse&#39;: James O&#39;Brien on Trump linking paracetamol to autism,eCTvZF_3mDk,2025-09-23T11:06:08Z,youtube,-0.8885,negative
fascism over facts in the United States,@kentw9070,196,&#39;You think...it can&#39;t get worse&#39;: James O&#39;Brien on Trump linking paracetamol to autism,eCTvZF_3mDk,2025-09-23T11:03:49Z,youtube,0.4215,positive
The scariest part of all this is watching the people around him try to convince others that it's true.,@mauperify,156,&#39;You think...it can&#39;t get worse&#39;: James O&#39;Brien on Trump linking paracetamol to autism,eCTvZF_3mDk,2025-09-23T11:58:03Z,youtube,0.5859,positive
Distraction distraction distraction,@alansmith8195,105,&#39;You think...it can&#39;t get worse&#39;: James O&#39;Brien on Trump linking paracetamol to autism,eCTvZF_3mDk,2025-09-23T11:05:00Z,youtube,-0.7783,negative
"Autism existed before paracetamol was invented. What was the cause then?. Btw Autism before 1878 (creation of paracetamol) was called different things, but it still existed.",@Mark_Something-Ermm-Yeah,166,&#39;You think...it can&#39;t get worse&#39;: James O&#39;Brien on Trump linking paracetamol to autism,eCTvZF_3mDk,2025-09-23T12:12:09Z,youtube,0.0,neutral
Now just imagine how much worse it really could get remembering that he still has over 3 years left in this term,@michaelbondclanradar6868,112,&#39;You think...it can&#39;t get worse&#39;: James O&#39;Brien on Trump linking paracetamol to autism,eCTvZF_3mDk,2025-09-23T11:34:34Z,youtube,-0.4767,negative
Believe me. Half of the USA is extremely embarrassed and outraged. 😣😡,@VioletPlum-12,64,&#39;You think...it can&#39;t get worse&#39;: James O&#39;Brien on Trump linking paracetamol to autism,eCTvZF_3mDk,2025-09-23T13:20:51Z,youtube,-0.762,negative
Wielki szacun za krzewienie wiedzy w czasach intelektualnej kontrreformacji,@HenrykBarbossa,2304,"Donald Trump, paracetamol i &quot;lek na autyzm&quot;",BGa2t6VQR9U,2025-09-24T18:32:08Z,youtube,0.0,neutral
Chcemy odcinka o walce bolszewików z genetyką! serio pls zróbcie o tym odcinek bo temat zarówno absurdalny jak i ciekawy. Dosłownie naukowy bełkot hehe.,@mateuszcieslak4990,674,"Donald Trump, paracetamol i &quot;lek na autyzm&quot;",BGa2t6VQR9U,2025-09-24T18:53:00Z,youtube,0.1511,neutral
"Świetny materiał! Dzięki Ci za jego nagranie i nakreślenie tematu.  Pisać o błędach nie chciałam ale na końcu powiedziałeś żeby jednak pisać - wyłapałam tylko jeden więc nic wielkiego :P.  Paracetamol to nie jest lek z grupy niesteroidowych przeciwzapalnych ;) jest nieopioidowym lekiem przeciwbólowym, nie ma działania przeciwzapalnego ;) Jestem pewna, że to wiesz, po prostu sie chlapnąłeś i tyle. dzięki jeszcze raz, czekam na więcej. :D",@123kar456,553,"Donald Trump, paracetamol i &quot;lek na autyzm&quot;",BGa2t6VQR9U,2025-09-24T18:45:56Z,youtube,0.5461,positive
"6:35 małe sprostowanie - Paracetamol nie zalicza się do NLPZ, gdyż nie ma właściwości przeciwzapalnych, jedynie przeciwbólowe.",@jotsoneq_,577,"Donald Trump, paracetamol i &quot;lek na autyzm&quot;",BGa2t6VQR9U,2025-09-24T18:26:24Z,youtube,0.0,neutral
Takie nagrywanie z salonu jest dużo fajniejsze niż w studio a przerywnik był uroczy 😊,@barbarax2248,172,"Donald Trump, paracetamol i &quot;lek na autyzm&quot;",BGa2t6VQR9U,2025-09-25T11:19:27Z,youtube,0.0,neutral
"Hej, dzięki za bardzo wartościowy film. Myślę, że dzisiaj na świecie za dużo osób boi się powiedzieć ""nie wiem"", ""nie wiadomo""... wydaje mi się, że świat w zamian szuka pewności, dogmatów i aksjomatów bo tak jest wygodniej. Można by o tym dużo pisać....",@KrzysztofStrug,128,"Donald Trump, paracetamol i &quot;lek na autyzm&quot;",BGa2t6VQR9U,2025-09-24T21:09:36Z,youtube,0.0,neutral
"Dziękuję Dawid, że merytorycznie próbujesz wyjaśnić temat, który niestety powoduje dużą polaryzację w internecie. Ilość dezinformacji na ten temat zaczyna mnie zwyczajnie po ludzku już przytłaczać. Dobrze, że jesteś ",@Jamalosky,242,"Donald Trump, paracetamol i &quot;lek na autyzm&quot;",BGa2t6VQR9U,2025-09-25T15:38:41Z,youtube,-0.5574,negative
"Dziękuję za ten film <3 Zarówno jako osoba ze spektrum, jak i opiekun niepełnosprawnej osoby w spektrum autyzmu. Jeśli chodzi o Trumpa - temat jego niekompetencji w różnych obszarach i tupetu z jakim zalewa świat swoją ignorancją jest zbyt szeroki, żeby podsumować go jednym komentarzem na yt.",@1strumyczek,188,"Donald Trump, paracetamol i &quot;lek na autyzm&quot;",BGa2t6VQR9U,2025-09-24T20:49:49Z,youtube,0.4404,positive
"13:16 warto lekko sprostować, że paracetamol jest jedynym dopuszczalnym lekiem przeciwgorączkowym tylko w 1 i 3 trymestrze ciąży. W 2 trymestrze można stosować np. ibuprofen, albo inne NLPZ jeżeli stan zdrowia tego wymaga 😊",@marcelkempinski9843,3,"Donald Trump, paracetamol i &quot;lek na autyzm&quot;",BGa2t6VQR9U,2025-10-25T22:25:46Z,youtube,0.34,positive
"Miałbym prośbę, czy byłbyś wstanie stworzyć kiedyś równie rzetelny materiał o ADHD? Coraz częściej widzę, że w społeczeństwie się nadużywa tego  zaburzenia, inni całkiem kwestionują istnienie, choć jest potwierdzone. Niestety oba spektra są krzywdzące dla osób zdiagnozowanych 
Dziękuję za pracę Twoją i całego zespołu!",@wojteksmagaa7430,187,"Donald Trump, paracetamol i &quot;lek na autyzm&quot;",BGa2t6VQR9U,2025-09-25T06:05:14Z,youtube,0.0,neutral
Generalnie fundusze czy granty to fajna sprawa. Pod jednym warunkiem że ten kto je daje nie odbierze ich gdy pierwsze wnioski będą nie po jego myśli.,@tomato5942,52,"Donald Trump, paracetamol i &quot;lek na autyzm&quot;",BGa2t6VQR9U,2025-09-25T14:35:17Z,youtube,-0.5574,negative
"Czyli to nie był fejk co mi się na fb wyświetliło?? 
Dzięki za rzeczowe odniesienie się do sprawy, i to bez asekuracyjnego zaprzeczania całości, a z sensownym, rzeczowym wyjaśnieniem sprawy. To się szanuje.",@tintratak391,89,"Donald Trump, paracetamol i &quot;lek na autyzm&quot;",BGa2t6VQR9U,2025-09-24T18:39:58Z,youtube,0.0,neutral
"Mam w swoim otoczeniu osoby w spektrum autyzmu i osoby w spektrum ADHD i naprawdę, to nie jest koniec świata. Te osoby mają swoje mocne strony i są równie wspaniałe i równie sprawne w życiu codziennym. Dobry odcinek, jak zawsze mądrego dobrze posłuchać",@karolina1573,38,"Donald Trump, paracetamol i &quot;lek na autyzm&quot;",BGa2t6VQR9U,2025-09-25T09:01:35Z,youtube,0.0,neutral
"Najważniejsze, żeby dementować, prostować, wyjaśniać ""mądrości"" polityków. Szczególnie te niebezpieczne dla zdrowia i życia człowieka. Dziękuję za ten racjonalny naukowy wykład.",@user-pq6bz7xw9h,23,"Donald Trump, paracetamol i &quot;lek na autyzm&quot;",BGa2t6VQR9U,2025-09-26T07:49:12Z,youtube,0.0,neutral
